singer_id,singer_name,label_0,label_1,label_2,label_3
105522,王若琳( Joanna Wang ),0,1,0,19
106257,王家順,0,0,0,10
107507,王恩琦,0,0,0,3
127875,王振祖,0,0,0,1
104855,王浩信( Vincent Wong ),0,1,0,0
105866,王祖藍( Wong Cho Lam ),0,1,0,0
106446,王袁,0,1,0,8
110459,王起宏,0,0,0,1
109660,王唯一,0,10,0,64
104466,王啟文,0,2,0,5
106452,王婭,0,0,0,2
182480,王崇真( Wang Chung Zhen ),1,1,0,5
105039,王強,0,2,0,20
107617,王晨光,1,1,0,6
107089,王晨光&小村,0,0,0,1
136231,王梓同,0,0,0,2
106255,王梓宏,0,1,0,6
107336,王梓軒( Jonathan Wong ),0,0,0,1
107033,王梓蘅,0,1,0,5
177383,王梵瑞,0,4,0,6
106448,王珺,0,1,0,13
150290,王笠人( Rennie Wang ),0,0,0,4
104398,王羚柔,0,0,0,14
174596,王聃葳,0,0,0,1
109631,王野( King Wang ),1,4,0,12
100018,王傑( Dave Wang Chieh ),2,11,1,89
156150,王凱,1,2,0,12
145134,王博文( Bowen ),1,2,0,19
101040,王喜( Wong Hei ),1,2,0,7
110983,王媛淵,0,0,0,1
104574,王媞,0,0,0,8
106698,王晶,0,0,0,9
102157,王渝,0,1,0,9
110348,王琦,0,0,0,2
106254,王童語,0,0,0,3
121740,王紫蓓( Lele Wang ),1,1,0,9
104485,王菀之( Ivana Wong ),0,1,0,13
100019,王菲( Faye Wong ),1,13,1,81
106752,王菲菲,0,0,0,1
107275,王超,0,0,0,1
111750,王雅嫻,0,0,0,10
108556,王雅潔,1,0,0,10
105252,王傳一( kingone ),0,0,0,2
126477,王彙筑,0,0,0,10
102584,王新蓮,0,0,0,1
135278,王榆鈞與時間樂隊( Yujun Wang&TIMEr ),2,8,0,7
136035,王瑞淇,0,1,0,15
100947,王瑞霞( Anna ),2,1,0,7
120474,王詩安( Diana Wang ),0,2,0,29
106686,王鈺棋,0,2,0,7
118219,王電,1,0,0,2
102594,王夢麟( Wang Mon Ling ),0,3,1,4
105793,王彰駿,1,1,0,3
104966,王箏,1,1,1,44
104141,王蓉( Rollin Wang ),2,2,0,18
105055,王嘯坤,2,14,0,31
106151,王曉鵬,0,0,0,2
105936,王燁,0,2,0,3
105660,王穎淇,0,0,0,1
105869,王翰,0,2,0,4
108045,王錚亮( Reno Wang ),3,4,0,27
172922,王霏霏( Fei ),0,0,0,4
177362,王璐岢,0,0,0,3
109536,王鍵,0,1,0,1
131517,王藍茵,0,3,0,5
105526,王櫟鑫( 糊糊 ),0,4,0,4
106955,王繹龍( Sunny Wang ),4,14,1,27
108038,王藝潼,0,0,0,1
119022,王藝霖,0,1,0,0
106445,王麗達,1,1,0,6
107585,王瀾霏,0,0,0,5
107966,王耀光,0,0,0,1
100020,王馨平,0,0,0,9
105615,王麟( Wing ),1,4,0,16
109068,王灝兒( Joey Wong ),0,1,0,1
181056,王艷薇( 艷薇 ),0,0,0,12
136079,丘子靜,0,0,0,1
132918,丘沁偉( 丘丘 ),0,2,0,11
136014,丘與樂( TRUE AND LOVE ),0,10,0,6
110083,付辛博,0,5,0,11
106179,付佳明,2,3,0,4
105785,付麗,0,0,0,4
105889,代小波,1,2,0,6
107261,代青塔娜,0,0,0,6
110186,代理仁,0,0,0,10
110435,代慧穎,0,0,0,5
114161,以莉高露( Ilid Kaolo ),1,4,0,13
106737,兄弟小文,0,2,0,14
154624,兄弟本色( G.U.T.S ),0,7,0,8
105217,兄弟聯( GO GO Club ),0,1,0,13
101286,功夫,0,3,0,7
118649,包子虎樂團( Bowztiger ),1,4,0,7
101320,包娜娜( Bao Nana ),0,3,1,32
104602,包偉銘( Run Bao ),1,4,1,14
130862,北七樂團,0,2,0,3
136271,北戈( Wake.Su ),0,6,1,8
124867,北京天使合唱團,0,2,0,1
101027,北原山貓,1,14,0,5
105060,卡卡,1,4,1,24
101038,卡布奇諾,0,2,0,5
105959,卡奇社( FLYUP ),0,2,0,7
100373,卡通歌曲,0,1,0,0
122282,卡蘭措,3,0,0,5
109484,古小偉,1,4,0,1
100193,古巨基( Leo Ku ),3,21,2,47
118788,古卓文( Germano Ko ),0,0,0,1
125572,古晧,1,1,0,7
100440,古皓,2,1,0,1
102339,可米小子,0,6,1,15
105752,可嵐( Colleen ),0,0,0,1
134202,可歆,0,0,0,4
111860,可澤( Keze ),2,8,1,27
143370,台北公案( Taipei Cases ),1,7,0,6
104786,台風,0,2,0,4
118779,台灣女孩,0,1,1,8
126997,台灣爽樂團( Taiwan Soul ),0,7,0,17
107454,史茵茵( Ying-Ying Shih ),0,3,0,2
106959,司文,1,2,0,9
134192,司徒蘭芳,0,0,0,6
136452,四千金( Four Golden Princess ),9,94,1,44
109255,四分之三,0,3,0,3
100021,四分衛,1,30,0,56
107612,四月與盒子,0,3,0,3
117987,四枝筆( Four Pens ),0,0,0,5
119726,四個朋友( 林正&鄭宇伶&劉佳銘&蘭馨 ),0,10,0,18
131673,四葉草( Joyce Chu ),1,1,0,16
109048,央金蘭澤,1,4,0,2
105600,左小祖咒,7,20,0,20
133630,左左右右( Zony&Yony ),2,7,0,7
105050,左光平,0,6,0,5
105920,左煒,0,0,0,1
130285,巨大的轟鳴,0,2,0,2
104570,布仁巴雅爾,2,4,0,2
110497,布朗( MrBrown ),0,3,0,8
178961,布偶( 布偶樂隊 ),0,6,0,4
118664,平凡生活( THESAMEDAY ),0,2,0,4
125017,平安( Ping An ),1,5,0,8
147480,平克孩子( PINK HAZE ),0,2,1,7
106633,平靈晶,0,0,0,1
101342,必愛,0,1,0,7
105910,戊道子,0,1,0,8
107135,未來腳踏車,0,2,0,4
110407,本兮( 馬曉晨 ),0,1,0,52
101063,本多RuRu,0,2,0,22
106549,正午陽光,1,6,0,4
164527,正皓玄,0,2,0,8
100022,民雄,0,0,0,1
108683,民雄巴萊,0,0,0,4
102381,民歌,0,2,0,2
102039,永邦( Shaun ),1,13,0,28
158189,玄觴( Xuan Shang ),0,0,0,1
105988,玉薩,1,1,0,6
156503,瓦曼倫( Wave Manner ),1,1,0,3
172661,甘洛凡,0,1,0,7
107306,甘雅丹,2,8,0,5
108518,生命樹樂團( Tree Of Life ),0,8,0,8
106049,田一龍,2,0,1,16
149158,田心蕾( Rae Anna ),0,0,0,7
106982,田宇哲,0,0,0,2
161551,田亞霍( Elvis ),1,2,0,13
107295,田坤,0,0,0,1
115972,田雨莫,0,0,0,7
106441,田甜,0,0,0,4
106637,田華,0,0,0,1
106538,田華&杜磊,0,1,1,9
101160,田震( Tian Zhen ),2,3,1,38
104649,田蕊妮( Kristal Tin ),0,0,0,6
109122,田馥甄( Hebe ),1,5,0,57
107118,田躍君,3,2,0,12
102130,甲子慧( 謝佩芬 ),0,1,1,12
105942,白水,5,3,0,4
101350,白光( Bai Guang ),0,0,0,2
118678,白安( Ann ),1,4,0,16
148810,白百何,0,0,0,1
122500,白婧,0,0,0,1
106343,白雪,1,5,1,22
137480,白雅彤,0,0,0,7
175673,白瑪多吉,3,4,0,3
140605,白舉綱( 小白 ),2,7,1,17
178543,目思者,0,4,0,6
106771,石小群,0,0,0,1
106122,石欣卉,0,2,0,12
106436,石海英,0,0,0,4
104437,石康鈞,0,6,0,11
109959,石竣艮,1,1,0,12
106240,石開,0,1,0,9
105643,石頭( 石航瑋 ),1,0,0,0
115104,亦帆( 吳亦帆 ),3,6,0,47
104888,仲維軍,1,3,0,8
161205,任子墨,1,0,0,1
178341,任妙音,0,0,0,2
108233,任性樂團,0,3,0,4
135530,任俊陶( Dap Jon ),0,2,0,6
178466,任盈盈,0,0,0,2
110289,任家萱( Selina ),0,1,1,19
109669,任真,0,1,0,8
116318,任然,0,1,0,9
107331,任維,1,0,0,2
100028,任賢齊( Richie Jen ),4,34,4,85
109671,任曉藝,0,1,0,9
109455,任雙江,0,0,0,5
157431,任韻淇,0,0,0,1
109437,伊恩森,0,1,0,14
100024,伊能靜( Annie Yi ),2,0,0,26
186267,伊晗,0,0,0,4
105571,伊雪,0,4,0,49
120454,伊琳,0,0,0,7
109047,伊稀,0,2,0,14
105003,伊蕾莎樂團( Elesha ),0,9,0,19
107020,伍天宇,0,0,0,10
100026,伍佰( 吳俊霖 ),4,36,1,62
100027,伍思凱( Sky Wu ),3,5,1,35
108054,伍家輝( Jiahui ),1,2,0,28
136333,伍澤,0,0,0,2
170420,先生小姐( Mr. Miss ),0,1,0,3
118866,光引擎,0,9,0,2
174803,光合作用,0,0,0,1
101117,光良( Michael Wong ),1,14,2,64
176124,光澤,0,1,0,12
129734,全世煌,0,2,0,1
101290,全員集合,0,0,0,7
136176,共工靖雲( Raymond Gong Gong ),0,7,0,6
106495,冰火組合( Fire & Ice ),0,0,0,2
119125,冰果甜心( Bingirls ),0,0,0,2
188338,冰研,0,5,0,14
106345,冰淇,0,0,0,10
129220,冰霜之淚( Frost Tears ),0,3,0,4
136078,印子月( Luna ),0,4,0,31
104722,合輯(2000年發行),2,2,0,27
104723,合輯(2001年發行),0,0,0,12
104724,合輯(2002年發行),1,1,0,36
104725,合輯(2003年發行),0,3,0,76
104726,合輯(2004年發行),3,6,2,114
104727,合輯(2005年發行),9,9,0,131
104845,合輯(2006年發行),0,18,0,49
105032,合輯(2007年發行),3,14,1,140
105539,合輯(2008年發行),5,38,0,194
106299,合輯(2009年發行),4,13,0,116
108091,合輯(2010年發行),2,13,1,130
109442,合輯(2011年發行),4,13,0,243
110509,合輯(2012年發行),1,7,0,83
118854,合輯(2013年發行),3,4,0,69
124888,合輯(2014年發行),2,14,0,68
136084,合輯(2015年發行),0,8,0,119
161021,合輯(2016年發行),11,36,4,368
180933,合輯(2017年發行),5,5,2,146
120549,吉克隽逸( Summer ),0,2,0,14
158567,吉克雋逸( Summer ),0,0,0,4
120529,吉那罐子樂團( 吉那罐子 ),1,9,0,13
105280,吉娜,2,2,0,5
106514,吉祥三寶,3,0,0,0
106000,吉傑,0,0,0,3
104499,同恩( Rebecca ),2,4,0,30
102126,名悅,0,0,0,1
102501,向蕙玲( 鄭惠文 ),0,1,0,16
117216,回音哥,2,4,0,32
106545,因果兄弟,0,7,0,11
120667,地下道樂團,0,5,0,5
158055,地底樂團( Underground ),0,4,1,3
107643,地鐵兄弟T&T樂團,0,4,0,8
106503,多元素樂隊,0,5,0,5
107009,多亮,1,2,0,19
125179,多樂園樂團,0,4,0,7
134923,她她( TATA ),0,1,0,0
126003,她的海樂團,0,3,0,2
109404,好好先生 w 魏如萱,1,5,0,2
151842,好妹妹樂隊( Good Meimei ),0,7,1,19
113318,好樂團( Good Band ),0,0,0,10
123725,宇田( Bell Yu Tian ),1,1,0,8
105892,宇兒,1,1,0,16
107661,宇宙人樂團( CosmosPeople ),0,12,0,37
119126,宇倫( Allen ),2,0,0,4
102613,宇桐非,0,1,1,29
108145,宇海文( KEVIN ),0,1,0,1
104356,宇珩( Yu Heng ),0,3,0,39
178445,守夜人( Night Keepers ),0,4,0,12
104418,安又琪( Angela ),0,2,0,41
106136,安少宇,0,0,0,7
109956,安心亞( Amber ),1,3,0,40
105013,安以軒,1,0,0,5
110280,安宇,0,1,0,5
134264,安妮朵拉( Anniedora ),1,8,0,16
110106,安東,1,1,1,4
174038,安東陽,1,0,1,17
105735,安迪,1,2,0,17
128344,安晨妤( Nico An ),0,0,0,6
106130,安琥( An Hu ),1,6,2,13
106577,安琪,0,0,0,2
124260,安歆澐,0,1,0,2
110373,安德烈,2,1,0,6
106161,安濤,0,0,1,1
171105,安蕾爾,0,0,0,1
187425,安蘇羽,0,0,0,5
100966,年少,4,2,0,19
105714,年度最佳玩伴樂團,1,3,0,5
105930,成都小春,0,1,0,4
100292,成龍( Jackie ),3,18,1,13
156689,成鎵羽,0,1,0,1
136181,成豔,0,0,0,6
102311,早安吐司,0,1,0,1
109528,旭日陽剛( 王旭&劉剛 ),1,2,0,2
106236,曲世聰,1,4,0,7
110462,曲婉婷( Wanting Qu ),0,0,0,1
185171,曳取( Nocturnes ),0,2,0,7
100768,有耳非文( 高郁斐 ),1,8,0,17
101185,有容,0,0,0,2
110531,有感覺( F.E.E.L ),0,6,0,5
108577,有錢的狗,0,5,0,5
109396,朱丹,0,0,0,5
141941,朱元冰,0,1,0,10
109987,朱可昀,3,2,0,16
104268,朱安禹( 水蜜桃姊姊 ),2,8,0,21
157619,朱克( Chu Hak ),0,1,0,1
107944,朱妍,0,0,0,13
104413,朱孝天( Ken Chu ),0,1,0,18
109081,朱俐靜( Miu Chu ),0,2,0,30
104463,朱玲,0,0,0,4
100220,朱哲琴( Dadawa ),1,3,0,6
143376,朱娜,1,2,0,3
106002,朱浩仁( Haoren ),1,3,0,4
107644,朱珠,0,0,0,8
104793,朱國豪,1,1,0,3
105639,朱婧汐( 朱婧 ),1,3,0,18
125154,朱康,0,1,0,8
178871,朱莉葉( Yan J. Boodhoo ),1,1,0,9
106682,朱琳,0,0,0,1
108628,朱紫嬈( Khloe ),0,0,0,13
177478,朱賀,1,4,0,20
136075,朱榀少,0,0,0,2
101352,朱衛茵,1,0,0,6
188062,朱興東( Don Chu ),2,3,1,17
100167,朱頭皮( 豬頭皮 ),11,21,0,26
106229,朴樹( Pu Shu ),0,11,0,15
107341,江一燕,2,2,0,15
105822,江志豐( 江哥 ),1,4,0,19
108402,江明娟,0,1,0,6
102209,江明學,0,1,0,3
119685,江松霖( 小松 ),0,0,0,2
106203,江俐奇,1,2,0,8
106621,江南,0,0,0,5
125129,江南誠( Jiang Nancheng ),0,0,0,1
109205,江映蓉( VIVI ),0,1,0,20
100030,江美琪( 小美 ),4,3,1,102
105245,江若琳( Elanne ),1,2,0,8
101354,江音( 江美麗 ),1,2,0,4
101064,江得勝( Kong Jonathan ),0,4,0,8
100327,江淑娜,0,4,0,16
106005,江凱文,0,0,0,3
106200,江智民,1,3,0,9
160973,江楠,0,0,0,1
105830,江語晨( Jessie Chiang ),0,1,0,19
100229,江蕙( Jody Chiang ),0,1,0,16
104037,江濤,0,2,1,8
137174,池宇菲,1,0,0,6
106028,百川,1,3,0,7
100424,百代,2,3,1,45
100964,米兒絲( MYRS ),0,1,0,9
106987,米拉拉,1,1,0,7
120494,米星星與她的好伙伴,1,0,0,3
108545,米若安,0,1,0,1
106791,米蒂,0,0,0,1
106114,米線&包伍,2,5,0,3
124820,米麓 洛金,3,3,0,4
122605,羽全,0,3,0,0
107213,羽果( YUGO ),0,0,0,1
102534,羽泉,3,44,1,72
100339,老狼,1,7,0,13
105935,老貓,0,0,0,2
135313,老貓偵探社,0,12,0,13
109280,自由發揮,0,19,0,16
145822,自動波,0,1,0,2
104363,自然捲( 娃娃&奇哥 ),1,15,0,25
105655,至上勵合( Top Combine ),1,6,0,16
172933,舌頭樂隊,0,0,1,2
158326,舟奕博( 周藝博 ),0,0,0,1
106342,艾心,0,1,0,9
109767,艾文,1,0,0,2
101051,艾可,0,2,0,8
104296,艾成,1,1,0,13
109805,艾怡良( Eve Ai ),0,2,0,31
106749,艾青,0,4,0,10
106636,艾莉莎,0,0,0,1
105972,艾晴晴,0,1,0,9
100392,艾敬,0,1,0,19
106063,艾夢萌,2,2,0,7
110444,艾歌,0,2,0,14
175757,艾麗雅,0,1,0,16
142140,血肉果汁機( Flesh Juicer ),0,10,0,9
135991,行李樂團,0,1,0,1
170421,衣濕樂隊,0,10,0,9
150804,西山樂隊( 西山 ),6,12,1,9
136909,西田惠里奈( NaNa ),0,0,0,4
107097,西單女孩( 任月麗 ),2,0,0,5
102342,乱彈阿翔( 陳泰翔 ),2,9,0,21
106475,伽菲珈而,0,3,0,11
175101,何一,0,0,0,3
106663,何力,1,1,0,5
104847,何以奇,0,0,0,11
106195,何志健( Aric ),0,3,0,4
106923,何佳,0,1,0,9
176493,何念兹( 何念茲 ),1,1,0,3
106191,何杰,1,0,0,6
100031,何欣穗( ciacia ),2,0,0,20
104442,何炅( He Jiong ),0,11,2,17
147884,何芷晴( 祖絲 ),0,1,0,0
108225,何金超,0,1,0,2
104917,何俊明,1,3,0,9
102211,何俐恩,0,3,0,7
107600,何建清,0,2,0,8
151160,何衍隆( Royal Ho ),0,1,0,1
119733,何晟銘,0,3,0,7
121863,何浩文,0,0,0,1
109971,何真真,0,2,0,4
108445,何曼婷,0,0,0,9
135921,何超與海膽仔( Josie and the Uni Boys ),0,3,0,5
100259,何超儀( Josie Ho ),1,1,0,7
136139,何嘉茵,0,0,0,2
110405,何瑤,0,1,0,10
105758,何維健( Derrick Hoh ),1,7,0,27
105839,何慕男,0,2,0,11
104896,何潔( Angelica He ),0,7,0,49
100034,何潤東( Peter Ho ),0,7,0,26
102299,何靜,3,3,0,28
109245,何龍雨( Haley ),1,2,0,30
106377,何璐,0,1,0,4
101089,何韻詩( HOCC ),0,3,0,24
102149,何耀珊( Sun Ho ),0,5,0,51
108601,佘曼妮,0,1,0,4
100866,余天( Yu Tian ),1,6,0,16
102291,余文樂( Shawn Yue ),1,1,0,9
161562,余艾倫,0,0,0,4
105557,余波,0,1,0,1
110410,余威,0,3,0,10
106286,余炳軒,0,3,0,6
136865,余楓( Ryan ),0,2,0,3
106292,余潤澤,0,1,0,5
186234,余聲,0,0,0,1
109214,佛教,2,19,0,28
110090,佛跳牆( Buddha Jump ),0,7,0,15
105215,佟大為,0,2,0,9
107028,佟左左,0,0,0,3
110451,佟鐵鑫,0,1,0,0
125036,你們你們YOU( YOU-S樂團 ),0,1,0,2
133742,克麗絲叮( Christine Welch ),0,1,0,7
136183,冷子夕,0,1,0,9
106795,冷冰揚,0,0,0,1
104080,冷血動物,0,7,0,11
106090,冷凍街樂隊,0,4,0,5
104936,冷煜,0,1,0,5
106770,冷漠( MoMo ),4,15,0,94
107116,利得彙( Freda Li ),0,1,0,15
140417,利菁,0,1,0,10
110212,君子,1,4,1,1
110453,含瑞,0,1,0,2
122775,吳丹妮( Dannie ),1,1,1,9
133998,吳亦凡( Kris Wu ),2,4,0,8
105454,吳向飛,0,1,0,8
110824,吳至青,0,6,0,5
100970,吳克群( Kenji ),7,27,0,96
105074,吳听徹( 吳聽徹 ),1,5,0,14
104608,吳彤( Denis Ng ),0,0,0,6
110063,吳彤(輪迴樂隊),1,9,2,5
110221,吳志寧( Ngoo Tsi ling ),3,2,0,15
136115,吳汶芳( Fang Wu ),0,3,0,23
160470,吳佩俞,0,0,0,6
104838,吳佩珊,0,0,0,10
100036,吳佩慈( Pace Wu ),0,0,0,13
104973,吳佳展,0,1,0,7
186425,吳卓源( Julia Wu ),1,2,0,9
104798,吳卓羲( Ron Ng ),0,0,0,1
100241,吳奇隆( Nicky Wu ),0,5,0,12
100037,吳宗憲( Jacky Wu ),1,12,0,52
104607,吳岱融( Hugo Ng ),0,0,0,2
110228,吳忠明( 吳秉洛 ),1,3,0,6
145818,吳昊恩( 昊恩 ),2,2,0,0
178485,吳俊余,1,1,0,10
110504,吳俊宏( Tony ),1,9,0,6
125171,吳俐璇,0,0,0,1
109384,吳勇濱,0,2,0,7
106249,吳品醇,0,4,0,0
101147,吳姵文( PALLY ),0,1,0,9
105929,吳峙軒,0,1,0,0
105699,吳建飛,0,0,0,5
104872,吳建豪＆安七炫,0,6,0,3
102231,吳建豪( Van Ness Wu ),3,7,0,56
133155,吳思賢( 小樂 ),0,4,0,18
114356,吳映潔( 鬼鬼 ),0,0,0,6
122000,吳是閎( Red Wu ),0,2,0,29
109327,吳若希( Jinny Ng ),0,0,0,2
100976,吳若權,0,3,0,9
105622,吳虹飛與幸福大街,0,1,0,9
169813,吳倩,0,0,0,1
102109,吳恩琪,0,0,0,10
105677,吳晟,4,4,0,7
109740,吳海文,1,1,0,2
108072,吳耘航,0,0,0,4
100282,吳淑敏( Laney ),0,0,0,4
104935,吳爽,1,4,0,9
120437,吳莫愁( Momo Wu ),0,5,0,33
107478,吳淼,0,1,0,0
106841,吳紫涵,0,0,0,14
135330,吳業坤( James ),0,6,0,3
106260,吳煒,0,1,0,9
106253,吳滌清,1,3,0,7
129088,吳瑤,1,0,0,2
162001,吳蓓雅( PiA ),0,6,1,34
109250,吳德華,1,3,1,6
179137,吳鍾昊( DiyangWu ),0,1,0,1
106444,吳瓊( 吳琼 ),0,4,0,37
106256,吳鵬,0,1,0,3
106261,吳歡,6,7,0,16
120521,吳鑫桐,0,1,0,3
105610,吹波糖,0,1,0,2
106252,吾酷,1,2,0,0
107179,呂心鳴,0,0,0,5
100201,呂方( Lui Fong ),0,4,0,15
138299,呂孝廷( Lu Hsiao Ting ),0,0,0,1
107114,呂良偉,0,3,0,1
188064,呂雨澄( Melo Lv ),0,1,0,13
104151,呂珊( Rosanne Lui ),0,1,0,3
109644,呂秋霓,0,1,0,0
106211,呂飛,0,1,0,0
105499,呂莘,0,9,0,31
107030,呂琪,0,0,0,1
105897,呂雯,0,3,0,36
118728,呂薔( Amuyi ),2,1,0,21
184941,壯壯( Ula Shen ),0,1,0,0
105554,夾子太硬啦!,0,7,0,7
105107,夾子道,0,4,0,17
101014,夾子樂團( 夾子電動大樂隊 ),4,32,0,38
172887,妤楨,0,0,0,21
120593,宋冬野( Song Dongye ),2,8,0,13
153822,宋孟君( song ),1,9,0,43
104300,宋岳庭( Shawn ),0,6,0,15
105783,宋秋樺,0,0,0,6
104067,宋祖英( Song Zuying ),9,16,0,36
178906,宋茜( Victoria ),0,0,0,3
151213,宋翊彰,1,1,0,1
106241,宋雪萊,6,3,0,1
101122,宋新妮,0,0,0,10
110155,宋熙銘,1,8,1,11
107085,宋巖欣,0,0,0,2
110120,岑寧兒( Yoyo Sham ),0,1,0,12
100230,巫啟賢( Eric Moo ),1,12,1,45
104470,希婕,0,1,0,9
105597,快樂2世代( 快樂二世代 ),0,5,0,2
106516,快樂男聲,2,4,0,6
109209,快樂家族,0,4,0,6
136177,我城故事,0,2,0,2
109601,李千那( 李千娜 ),1,1,0,21
178491,李大宇,0,0,0,1
118754,李子恆,1,1,0,4
104536,李小璐,0,2,0,14
105729,李仁甫,0,1,0,1
106407,李尤,0,1,0,5
156431,李尤 & 李紹繼,0,1,0,4
100039,李心潔( Angelica Lee ),0,1,0,17
106221,李文亮,0,0,0,4
125024,李文琦,0,4,0,1
104605,李日朗( 李逸朗 ),0,0,0,6
151158,李日詹,0,4,0,8
109471,李王若涵,0,0,0,8
118936,李代沫,1,5,1,35
106212,李加靚,1,1,0,6
105576,李正帆,2,9,1,17
136186,李永昌,2,1,0,7
125153,李玉剛( Li Yugang ),5,32,0,37
134001,李玉璽( Dino Lee ),1,5,2,24
105542,李立崴,0,5,0,8
109282,李亦捷,0,1,0,0
175853,李兆麟,5,3,0,0
105270,李冰冰,1,0,1,9
106518,李宇林,0,1,1,1
104960,李宇春( Li Yuchun ),2,9,0,85
101259,李安琪,0,2,0,8
120096,李行亮( Tube Li ),0,6,2,18
106014,李西,0,1,1,6
171131,李佑晨,0,0,0,6
104481,李克勤&容祖兒( Hacken Lee & Joey Yung ),0,0,0,1
110257,李志( Li Zhi ),7,28,2,65
106901,李志洲,1,3,0,12
112433,李沛瑋,1,2,0,5
104456,李玖哲( Nicky Lee ),0,7,1,47
169115,李芊彤,0,2,0,4
104063,李谷一,0,0,0,1
106413,李享,1,0,0,9
106403,李佳,4,7,0,14
174041,李佳樂,1,1,0,6
111640,李佳璐,0,0,0,3
110088,李佳薇( Jess ),1,2,0,43
111174,李依瑾,0,0,0,9
118732,李依霖,0,0,0,1
125037,李其燊,0,1,0,5
105354,李卓庭( Eunix Lee ),0,0,0,1
145951,李周杰,1,0,0,0
106218,李坤雨,0,3,0,4
101818,李奇駱,0,0,0,2
106983,李妮,0,0,0,1
157192,李宓( Mina ),0,0,0,15
100041,李宗盛( Jonathan Lee ),1,5,0,20
121564,李尚尚( Shawn ),0,4,0,6
123179,李岱瑾,1,2,0,10
108509,李幸倪( Gin Lee ),0,1,0,13
106209,李延亮,0,1,0,4
177915,李承運,0,0,0,1
167811,李承鉉,0,0,0,1
171979,李昀陵,0,0,0,3
109378,李昊嘉,0,0,0,1
101152,李明洋( 文揚 ),0,0,0,4
106778,李明翰,0,0,0,9
186219,李明霖,0,0,0,7
107251,李易峰,0,5,0,19
120090,李杰,0,2,0,7
107354,李果,0,0,0,3
104755,李欣芸,0,0,0,9
107443,李治廷( Aarif ),0,3,0,4
105903,李炆,0,3,0,9
100042,李玟( CoCo Lee ),0,1,0,100
151525,李采霞,0,0,0,1
185085,李雨( Rain Lee ),2,3,0,17
111060,李雨兒( Jie Mei Wang Mo ),1,2,0,4
100713,李雨寰( DMDM ),0,3,0,17
110418,李俊旭,0,0,0,6
134248,李俊潔,0,0,0,1
106007,李保濤,0,1,0,3
111162,李冠群,0,3,0,7
185236,李奕霖,0,1,0,1
105648,李姸憬( 李妍瑾 ),0,1,0,1
102432,李威,0,3,0,6
120388,李威慶( 野人 ),0,4,0,1
100328,李度( Lesley ),0,0,0,12
100465,李建復( Li Jian Fu ),3,6,1,5
106010,李建衡,0,1,0,11
129384,李拾壹( Subyub Lee ),0,0,0,1
104603,李政,0,0,0,1
160353,李星宇,0,0,0,5
176698,李星琛,0,0,0,1
151944,李星諾,0,0,0,10
127201,李昱德,0,1,0,3
122956,李昶俊( Echo ),0,3,0,6
100307,李泉( James Li ),1,20,0,44
106740,李炳辰,0,1,0,8
106388,李玲玉,1,0,0,5
172650,李秋華,0,2,0,5
167766,李英宏( DJ Didilong ),0,0,0,1
101360,李茂山( Li Mao Shan ),2,5,0,24
107708,李韋( Alex Lee ),0,1,0,14
106222,李風持,0,1,0,5
101359,李香蘭( 山口淑子 ),1,1,0,9
104971,李凌,0,0,0,14
105165,李唐,0,0,0,10
106404,李娟,0,0,0,6
100452,李恕權( David Lee ),2,15,1,27
150171,李恩羽,0,0,0,2
110214,李恭,0,1,0,9
111065,李晟,2,0,0,7
104938,李桀漢( 李吉漢 ),1,5,0,12
161731,李浪,0,4,0,9
109573,李真涵&程展良,0,3,0,1
104604,李健( Li Jian ),5,24,1,48
125058,李健達,0,0,0,1
113324,李唯楓,0,1,0,18
100464,李國祥( K C Lee ),0,0,0,2
119361,李國毅,0,1,0,4
110385,李婭莎( Sasha Li ),1,2,0,11
104783,李崗霖( Alex Lee ),0,4,0,18
100869,李彩華( 李彩樺 ),0,1,0,8
136437,李晨,0,0,0,1
107846,李涵,0,1,0,0
146238,李祥,0,0,0,1
125180,李祥祥,0,0,0,10
100187,李翊君( Linda ),0,7,0,120
160777,李斯丹妮,0,0,0,3
115979,李森,2,0,1,4
172856,李渝,2,2,0,3
106389,李湘,0,1,0,8
106206,李琛,0,1,0,10
134186,李琦( Lee Chi ),1,10,2,23
111175,李登威( 阿威 ),2,5,0,5
107296,李皓天,0,0,0,1
105255,李菲菲,0,2,0,8
106718,李萌,1,4,0,6
106779,李貴府,0,0,0,1
112147,李雅芳,0,0,0,1
105084,李雅微,0,0,0,11
106738,李雲劍,0,0,0,2
107662,李毓芬( Tia Lee ),0,0,0,2
109659,李溪芮,1,1,0,6
116462,李煒( Well Lee ),0,9,0,18
106400,李煜,0,0,0,10
130539,李祺,0,0,0,1
102201,李聖傑( Sam Lee ),3,9,0,48
122562,李詩斌 & 謝承偉( Wind & Rickman ),0,2,0,0
178582,李嘉格( 格格 ),0,0,0,3
102261,李嘉強( Seasons Lee ),0,1,0,8
100274,李壽全,0,3,0,5
120572,李榮浩( Li Ronghao ),3,19,0,38
106650,李睿超,0,1,0,0
100280,李碧華,0,1,0,16
106570,李維,1,4,2,21
180799,李齊揚( Samuel Lee ),0,0,0,1
124395,李劍青( Jianqing Li ),2,3,1,1
160013,李德筠,0,1,0,19
107297,李慧珍,1,4,1,22
106408,李蔓,0,1,1,5
106412,李賢,0,3,0,9
108886,李霄云,1,1,0,14
175543,李曉慧( Elise ),0,0,0,1
134191,李澤堅,1,0,0,8
